planName,skillLevel,goal,equipment,durationMinutes,focus,exercises,exerciseDetails
Pro Stamina - 5-10 minutes (Kettlebell),Pro,Stamina,Kettlebell,8,Stamina,High Knees;Broad Jumps;Plyometric Push-ups,"[{""name"": ""High Knees"", ""duration"": 104, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Broad Jumps"", ""duration"": 94, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Plyometric Push-ups"", ""duration"": 40, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Beginner Stamina - 10-20 minutes (Kettlebell),Beginner,Stamina,Kettlebell,2,Stamina,Arm Circles;Jumping Jacks,"[{""name"": ""Arm Circles"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 71, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Pro Fat Loss - 5-10 minutes (Gym),Pro,Fat Loss,Gym,6,Fat Loss,Leg Swings;Medicine Ball Slams,"[{""name"": ""Leg Swings"", ""duration"": 106, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Medicine Ball Slams"", ""duration"": 109, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Beginner Power - 20+ minutes (None),Beginner,Power,None,16,Power,Arm Circles;Leg Swings;High Knees;Burpees;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 39, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Burpees"", ""duration"": 76, ""sets"": 4, ""rest"": 39, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 61, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Power - 10-20 minutes (None),Beginner,Power,None,16,Power,Jumping Jacks;High Knees;Shuttle Runs;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 71, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 57, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 163, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 56, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Endurance - 10-20 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,16,Endurance,Jumping Jacks;High Knees;Butt Kicks;Tabata Intervals;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 54, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tabata Intervals"", ""duration"": 280, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 89, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 10-20 minutes (Gym),Pro,Stamina,Gym,17,Stamina,Jumping Jacks;Butt Kicks;Shuttle Runs,"[{""name"": ""Jumping Jacks"", ""duration"": 106, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 104, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 245, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Power - 10-20 minutes (Gym),Intermediate,Power,Gym,14,Power,Butt Kicks;Leg Swings;HIIT Sprints,"[{""name"": ""Butt Kicks"", ""duration"": 75, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 64, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""HIIT Sprints"", ""duration"": 222, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Stamina - 20+ minutes (None),Beginner,Stamina,None,10,Stamina,Arm Circles;Leg Swings;High Knees;Jump Squats;Shuttle Runs,"[{""name"": ""Arm Circles"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 45, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 50, ""sets"": 2, ""rest"": 39, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 122, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Stamina - 5-10 minutes (None),Beginner,Stamina,None,2,Stamina,Arm Circles;Jumping Jacks,"[{""name"": ""Arm Circles"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Intermediate Stamina - 20+ minutes (Gym),Intermediate,Stamina,Gym,25,Stamina,Jumping Jacks;Leg Swings;Butt Kicks;Fartlek Training,"[{""name"": ""Jumping Jacks"", ""duration"": 75, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 78, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Fartlek Training"", ""duration"": 606, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Power - 20+ minutes (None),Pro,Power,None,20,Power,Arm Circles;Jumping Jacks;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 105, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 156, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 111, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 118, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Endurance - 20+ minutes (Gym),Intermediate,Endurance,Gym,25,Endurance,Jumping Jacks;Arm Circles;Leg Swings;Circuit Training,"[{""name"": ""Jumping Jacks"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 70, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 619, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Power - 20+ minutes (None),Beginner,Power,None,20,Power,Leg Swings;Butt Kicks;High Knees;Jump Squats;Circuit Training,"[{""name"": ""Leg Swings"", ""duration"": 48, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 37, ""sets"": 3, ""rest"": 39, ""category"": ""power""}, {""name"": ""Circuit Training"", ""duration"": 250, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Stamina - 20+ minutes (None),Beginner,Stamina,None,18,Stamina,Butt Kicks;Arm Circles;Leg Swings;Jogging;Jump Rope,"[{""name"": ""Butt Kicks"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 262, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Jump Rope"", ""duration"": 100, ""sets"": 3, ""rest"": 39, ""category"": ""endurance""}]"
Intermediate Fat Loss - 20+ minutes (Gym),Intermediate,Fat Loss,Gym,20,Fat Loss,Jumping Jacks;Butt Kicks;High Knees;Jump Squats;Explosive Lunges;Shuttle Runs,"[{""name"": ""Jumping Jacks"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 48, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 82, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Explosive Lunges"", ""duration"": 77, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 239, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Endurance - 20+ minutes (Gym),Pro,Endurance,Gym,26,Endurance,Leg Swings;Jumping Jacks;Arm Circles;Mountain Climbers;Tabata Intervals,"[{""name"": ""Leg Swings"", ""duration"": 78, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 127, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 79, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Tabata Intervals"", ""duration"": 490, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Fat Loss - 10-20 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,15,Fat Loss,Jumping Jacks;Leg Swings;Jump Rope HIIT;Jump Squats;Tuck Jumps,"[{""name"": ""Jumping Jacks"", ""duration"": 93, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 109, ""sets"": 4, ""rest"": 30, ""category"": ""fatloss""}, {""name"": ""Jump Squats"", ""duration"": 40, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 31, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Beginner Endurance - 20+ minutes (None),Beginner,Endurance,None,19,Endurance,Leg Swings;Jumping Jacks;Butt Kicks;Brisk Walking;Shuttle Runs,"[{""name"": ""Leg Swings"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 79, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Brisk Walking"", ""duration"": 290, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Shuttle Runs"", ""duration"": 84, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Pro Stamina - 20+ minutes (None),Pro,Stamina,None,27,Stamina,Arm Circles;Jumping Jacks;Leg Swings;Mountain Climbers;Circuit Training,"[{""name"": ""Arm Circles"", ""duration"": 104, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 110, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 96, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Circuit Training"", ""duration"": 465, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Endurance - 5-10 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,8,Endurance,Leg Swings;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 74, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 119, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Power - 20+ minutes (Gym),Beginner,Power,Gym,25,Power,Jumping Jacks;Leg Swings;Arm Circles;Mountain Climbers;Circuit Training,"[{""name"": ""Jumping Jacks"", ""duration"": 75, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 45, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 56, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Circuit Training"", ""duration"": 218, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Pro Fat Loss - 10-20 minutes (None),Pro,Fat Loss,None,10,Fat Loss,Arm Circles;Jumping Jacks;Plyometric Push-ups,"[{""name"": ""Arm Circles"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 130, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 115, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Stamina - 5-10 minutes (Gym),Pro,Stamina,Gym,7,Stamina,High Knees;Mountain Climbers,"[{""name"": ""High Knees"", ""duration"": 114, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 153, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Stamina - 20+ minutes (Kettlebell),Beginner,Stamina,Kettlebell,15,Stamina,Leg Swings;Jumping Jacks;Butt Kicks;Jump Rope;Jogging,"[{""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 73, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope"", ""duration"": 110, ""sets"": 2, ""rest"": 39, ""category"": ""endurance""}, {""name"": ""Jogging"", ""duration"": 128, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}]"
Pro Endurance - 5-10 minutes (Kettlebell),Pro,Endurance,Kettlebell,6,Endurance,Leg Swings;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 98, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 130, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Pro Endurance - 5-10 minutes (None),Pro,Endurance,None,4,Endurance,Jumping Jacks;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 127, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 63, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Fat Loss - 10-20 minutes (None),Intermediate,Fat Loss,None,13,Fat Loss,Butt Kicks;Leg Swings;Jumping Jacks;Mountain Climbers;Plyometric Push-ups;Tuck Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 72, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 82, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 35, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Beginner Power - 20+ minutes (None),Beginner,Power,None,10,Power,Arm Circles;Jumping Jacks;Leg Swings;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 36, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 46, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 83, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Pro Fat Loss - 20+ minutes (Gym),Pro,Fat Loss,Gym,24,Fat Loss,Leg Swings;Butt Kicks;Jumping Jacks;High Intensity Cycling,"[{""name"": ""Leg Swings"", ""duration"": 94, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 139, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Intensity Cycling"", ""duration"": 366, ""sets"": 3, ""rest"": 24, ""category"": ""fatloss""}]"
Intermediate Endurance - 20+ minutes (Kettlebell),Intermediate,Endurance,Kettlebell,26,Endurance,Arm Circles;Butt Kicks;Leg Swings;Brisk Walking;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 55, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Brisk Walking"", ""duration"": 557, ""sets"": 2, ""rest"": 20, ""category"": ""endurance""}, {""name"": ""Mountain Climbers"", ""duration"": 94, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Fat Loss - 10-20 minutes (Gym),Intermediate,Fat Loss,Gym,14,Fat Loss,Jumping Jacks;Arm Circles;Plyometric Push-ups;Medicine Ball Slams,"[{""name"": ""Jumping Jacks"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 42, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Medicine Ball Slams"", ""duration"": 83, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Intermediate Endurance - 20+ minutes (Gym),Intermediate,Endurance,Gym,25,Endurance,High Knees;Jumping Jacks;Butt Kicks;Interval Running,"[{""name"": ""High Knees"", ""duration"": 72, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 86, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Interval Running"", ""duration"": 598, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Power - 5-10 minutes (None),Pro,Power,None,6,Power,Arm Circles;Tuck Jumps,"[{""name"": ""Arm Circles"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 50, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Pro Power - 20+ minutes (Kettlebell),Pro,Power,Kettlebell,28,Power,High Knees;Butt Kicks;Leg Swings;Tuck Jumps;Broad Jumps;Explosive Lunges;Jump Squats,"[{""name"": ""High Knees"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 100, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 78, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 72, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 75, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Explosive Lunges"", ""duration"": 150, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 57, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Beginner Fat Loss - 20+ minutes (Gym),Beginner,Fat Loss,Gym,17,Fat Loss,High Knees;Arm Circles;Leg Swings;Jump Rope HIIT;Mountain Climbers,"[{""name"": ""High Knees"", ""duration"": 43, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 52, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 154, ""sets"": 3, ""rest"": 39, ""category"": ""fatloss""}, {""name"": ""Mountain Climbers"", ""duration"": 79, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}]"
Pro Fat Loss - 20+ minutes (Kettlebell),Pro,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Butt Kicks;Jumping Jacks;Broad Jumps;HIIT Sprints,"[{""name"": ""High Knees"", ""duration"": 102, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Broad Jumps"", ""duration"": 97, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""HIIT Sprints"", ""duration"": 375, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Stamina - 20+ minutes (None),Intermediate,Stamina,None,25,Stamina,Jumping Jacks;Leg Swings;Butt Kicks;Mountain Climbers;Circuit Training,"[{""name"": ""Jumping Jacks"", ""duration"": 119, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 46, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 84, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Circuit Training"", ""duration"": 459, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
